id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
1919541,Share House 'Miraie' @JR Osaki (Special discuont),9951050,Li Hsuan,,Shinagawa Ku,35.61794,139.72313,Private room,9000,22,241,2024-05-27,1.86,3,172,7,M130001466
1997959,Stylish Apartment in Tokyo with Rooftop & Blue Sky,10294366,Ryusuke,,Setagaya Ku,35.63858,139.64624,Entire home/apt,36000,2,130,2024-06-03,1.04,1,353,12,M130000611
2080626,*Smal BdRm in Shared house with Queen bed. NO AC!,9203725,Tokyo,,Ota Ku,35.58862,139.72755,Private room,8000,3,60,2024-06-19,0.48,9,141,4,M130032025
2129325,*Traditional Tea Room in large shared house 1F,9203725,Tokyo,,Shinagawa Ku,35.60856717380348,139.73377635413345,Private room,15857,3,22,2024-05-27,0.18,9,170,14,M130032025
2129455,*Ryokan Tatami Rm with balcony in shared house 2F,9203725,Tokyo,,Shinagawa Ku,35.60698,139.73474,Private room,,2,13,2024-05-18,0.10,9,88,7,M130032025
2238472,Spacious! Shibuya House w/Garden,11430874,Kako & Keiko,,Shibuya Ku,35.67191,139.68367,Private room,39000,2,171,2024-06-15,1.38,1,108,7,M130000961
2491507,＊新宿・大久保徒歩圏内 コンビニ徒歩1分 屋上から夜景ビュー No5 シェアルーム,8142772,Min & Haru,,Shinjuku Ku,35.69847,139.70433,Shared room,7760,2,92,2024-05-26,0.74,13,189,3,M130002186
2602722,＊新宿・大久保徒歩圏内 コンビニ徒歩1分 屋上から夜景ビュー No2 ドミトリールーム,8142772,Min & Haru,,Shinjuku Ku,35.69848,139.70433,Shared room,7760,2,182,2024-05-20,1.46,13,188,13,M130002186
2602791,＊新宿・大久保徒歩圏内 コンビニ徒歩1分 屋上から夜景ビュー No6 ドミトリールーム,8142772,Min & Haru,,Shinjuku Ku,35.69848,139.70435,Shared room,7760,2,82,2024-05-17,0.66,13,193,8,M130002186
2645379,＊新宿・大久保徒歩圏内 コンビニ徒歩1分 屋上から夜景ビュー No7 シェアルーム,8142772,Min & Haru,,Shinjuku Ku,35.69848,139.70433,Shared room,7760,2,76,2024-05-07,0.61,13,193,3,M130002186
2803972,11mins to Fussa station by train and 6mins walk!,13465066,Tomoyuki&Maki,,Akishima Shi,35.70561,139.37975,Entire home/apt,4600,3,39,2024-04-04,0.35,2,36,4,M130000081
2839061,"#1 Discover local life, culture & People/Work desk",4839990,Toshiyuki,,Bunkyo Ku,35.72035,139.76445,Private room,11169,5,117,2024-06-25,1.07,2,48,23,M130016568
2867835,Lively town flat for family stay,9360394,Vann Amor,,Adachi Ku,35.79124,139.79102,Entire home/apt,12200,7,12,2024-04-24,0.11,4,84,4,M130004932
2883497,東京下町生活,6969809,Kota,,Taito Ku,35.72208,139.78049,Entire home/apt,23371,1,305,2024-06-15,2.50,1,288,30,Hotels and Inns Business Act | 東京都台東区台東保健所 | 30台台健生環き第79号
2883753,Modern Tatami dining with comfy bed,9360394,Vann Amor,,Adachi Ku,35.791368746081226,139.79204721255772,Entire home/apt,12200,7,6,2024-03-31,0.09,4,84,3,M130004931
2883869,Comfy Studio with Lovely balcony,9360394,Vann Amor,,Adachi Ku,35.79166,139.79285,Entire home/apt,6329,7,10,2024-05-31,0.09,4,84,4,M130004934
3085134,"""HirooHouse""3Rm, 6 guests, 2minWalk/HIROO Stn.",10415965,Azabu,,Shibuya Ku,35.65174,139.72175,Entire home/apt,44429,5,155,2024-06-18,1.27,2,260,19,M130003771
3235958,Enjoy Simple Life in Tokyo (1),16241464,Kaori,,Itabashi Ku,35.78156,139.63309,Entire home/apt,6571,1,115,2024-05-12,0.97,2,131,17,M130000056
3339222,Enjoy Simple Life in Tokyo (2),16241464,Kaori,,Itabashi Ku,35.77932,139.63338,Entire home/apt,7200,1,68,2024-03-25,0.64,2,101,9,M130000055
3364169,Asakusa friendly family type apt,16973429,Hirano San,,Taito Ku,35.7223,139.80049,Entire home/apt,13000,5,149,2024-06-25,1.24,2,235,18,M130000147
3372902,アジアンミックステイストの癒される空間,17018818,Miri,,Meguro Ku,35.61728,139.6679,Entire home/apt,6800,2,153,2024-06-24,1.27,1,7,11,M540000008
3389878,*Cozy Petit Single Rm w Balcony in Shared Mansion,9203725,Tokyo,,Shinagawa Ku,35.60689,139.73412,Private room,8000,3,14,2024-06-16,0.12,9,62,9,M130032025
3409030,Shinjuku abode: Discount applied on long term stay,17190614,Shu,,Shinjuku Ku,35.6989,139.69824,Entire home/apt,,30,157,2022-12-04,1.29,1,0,0,M130000855
3427384,Tatoo ok! Onsen of 400 years of history【禅】,13018876,Masakatsu,,Edogawa Ku,35.68374,139.85971,Entire home/apt,7260,2,139,2024-06-28,1.16,2,118,39,Hotels and Inns Business Act | 東京都江戸川区保健所 | 18江衛環01第42号
3514008,誠道館 303／静かで出入り自由な完全個室（専用バス・トイレ）,17694529,Hisao,,Arakawa Ku,35.72672,139.78201,Entire home/apt,2900,1,324,2024-06-28,2.79,8,8,57,Hotels and Inns Business Act | 東京都荒川区保健所 | 31荒保衛環へ第１3号
3563698,"Clean and comfortable apartment in Machida, Tokyo",11583876,Ken,,Machida Shi,35.58911,139.48023,Entire home/apt,4800,5,127,2024-06-04,1.06,2,211,7,M130000249
3572139,Modern Japanese house w/ garden,15514130,Tomo,,Toshima Ku,35.72784292965493,139.73408415595273,Entire home/apt,39229,3,224,2024-06-29,2.07,1,262,23,M130001001
3623844,Tatoo ok! TOKYO♨ONSEN and ROOM【寿】,13018876,Masakatsu,,Edogawa Ku,35.68358,139.85985,Entire home/apt,7549,2,107,2024-06-21,0.95,2,138,30,Hotels and Inns Business Act | 東京都江戸川区保健所 | 18江衛環01第42号
3657357,2 Tiny Apartments - 1 Listing Central Tokyo Nakano,4847803,Best Stay In Tokyo!,,Nakano Ku,35.70861,139.68637,Entire home/apt,25738,2,50,2018-03-18,0.42,6,255,0,Hotels and Inns Business Act | 中野区保健所 | 30中環生環第92号
3689244,渋谷区・原宿近くマンション2DK / MDS2BR,18776800,近藤,,Shibuya Ku,35.67205,139.67877,Entire home/apt,34000,3,41,2024-05-03,0.35,20,124,14,M130003456
3744742,"(3) JR Station 8 mins Walk, Shinjuku 11 mins Train",19152993,Sei,,Kita Ku,35.76108,139.71599,Entire home/apt,8929,3,233,2024-06-10,1.97,9,285,13,M130004689
3775528,SHIBUYA12min/Fancy&Warm house,19358663,Mikako,,Setagaya Ku,35.62942,139.63077,Private room,16086,1,94,2024-05-21,0.79,1,281,8,M130001108
3793206,＊新宿・大久保徒歩圏内＊無料Wi-Fi＊コンビニ徒歩1分＊屋上から夜景ビュー 個室10F B,8142772,Min & Haru,,Shinjuku Ku,35.69847,139.70432,Private room,12800,2,238,2024-06-04,1.99,13,125,12,M130002186
3793412,＊新宿・大久保徒歩圏内＊コンビニ徒歩1分＊屋上から夜景ビュー 個室 JUST2B,8142772,Min & Haru,,Shinjuku Ku,35.69848,139.70432,Private room,12800,2,72,2024-02-05,0.60,13,131,1,M130002186
3814258,apartment hotel TASU TOCO,19611972,岩間,,Suginami Ku,35.70293,139.60045,Entire home/apt,8714,3,218,2024-06-15,1.84,3,161,27,Hotels and Inns Business Act | 杉並区杉並保健所 | 22　杉並第　37960　号
3838856,SHINJUKU ★Designer Pencil House★ Airport Transfer,4626879,Tracey,,Shibuya Ku,35.68245,139.69009,Entire home/apt,56250,1,230,2024-06-15,1.93,8,155,25,M130018884
3845889,COZY LOFT BEDROOM　#106,19089769,Manami,,Suginami Ku,35.70679,139.6551,Entire home/apt,12000,3,91,2020-03-18,0.91,2,21,0,M130000777
3846001,COZY COMFY apartment,19089769,Manami,,Suginami Ku,35.70686575604375,139.6554380782686,Entire home/apt,12000,4,145,2024-06-15,1.22,2,101,23,M130008732
3871442,Nishi-Ogikubo 1BR Roomy (SSH1BRR-S),18776800,近藤,,Suginami Ku,35.70399,139.59775,Entire home/apt,19214,3,36,2020-02-02,0.31,20,50,0,M130002734
3886601,"""Meiji House""4Room,8Guests,WIFI,2min/HIROO Stn.",10415965,Azabu,,Shibuya Ku,35.64966,139.72181,Entire home/apt,50143,5,151,2024-06-28,1.27,2,161,13,M130003789
3920124,"Residential area, Peaceful Traditional House 2",20307199,Hotaka,,Higashimurayama Shi,35.76577,139.44678,Entire home/apt,80432,1,133,2021-06-11,1.19,3,365,0,M130000495
3956263,TINY Home in Shibuya Close to Shinjuku,4847803,Best Stay In Tokyo!,,Shibuya Ku,35.67813,139.67913,Entire home/apt,17695,2,163,2024-06-29,1.38,6,57,51,Hotels and Inns Business Act | 渋谷区保健所長 | 31渋建生収第７７０号
4026948,Near Shinagawa Shibuya Haneda,20878710,Daisuke,,Shinagawa Ku,35.60033,139.73415,Private room,5900,3,142,2024-05-29,1.20,1,127,15,M130000543
4047596,Enjoy Central Tokyo Yamanote Life 2BR Condo,6504053,Bryan,,Shinagawa Ku,35.62633,139.7235,Entire home/apt,35000,7,244,2024-05-29,2.05,2,215,29,Hotels and Inns Business Act | 品川区保健所 | 5品保生環き第2号
4050925,Airport transfer service&Asakusa traditional house,21004633,Yoshi,,Taito Ku,35.71431,139.79885,Entire home/apt,40000,2,603,2024-06-23,5.08,6,92,75,Hotels and Inns Business Act | 東京都台東区台東保健所 | 30台台健生環き第122号
4141228,#211 Private Cozy Apt. in Tokyo,17736560,タツロウ (Taturo),,Nakano Ku,35.73417,139.63328,Entire home/apt,11951,3,87,2024-01-15,0.78,10,91,4,Hotels and Inns Business Act | 中野区保健所 | 30中環生環第52号
4222643,Decoboco hanare,21769906,Decoboco,,Koto Ku,35.6806,139.81931,Entire home/apt,,2,336,2024-06-24,2.84,3,0,24,M130015171
4360718,"(2) JR Station 8 mins Walk, Shinjuku 11 mins Train",19152993,Sei,,Kita Ku,35.76108,139.71599,Entire home/apt,10600,1,222,2024-06-06,1.90,9,362,15,M130004688
4388283,Sunny room in residential area in 国分寺 1st Floor,10969488,Como,,Kokubunji Shi,35.70919,139.48074,Private room,5539,2,67,2023-08-31,0.58,4,152,1,M130002755
4396219,Nishi-Ogikubo 1BR Twin Type-B (SSH1BRT-B) 2F,18776800,近藤,,Suginami Ku,35.70399,139.59775,Entire home/apt,19214,3,55,2024-06-13,0.47,20,106,11,M130002742
4396221,Nishi-Ogikubo 1BR Roomy (SSH1BRR) 5F,18776800,近藤,,Suginami Ku,35.70399,139.59775,Entire home/apt,23643,3,37,2024-05-03,0.33,20,136,14,M130002749
4471640,"Rm1 To Shinjuku,Shibuya,Ghibli,& Mt.Takao,Okutama",22643572,Sachiko,,Higashimurayama Shi,35.75828,139.48037,Private room,,14,16,2024-04-01,0.14,3,28,3,M130000063
4495014,"(6) JR Station 8 mins Walk, Shinjuku 11 mins Train",19152993,Sei,,Kita Ku,35.76108,139.71599,Entire home/apt,11200,3,224,2024-04-28,1.94,9,288,18,M130033311
4540924,"2persons Hino room #2, Shinjuku28min Shibuya38min",23416902,Naga,,Hino Shi,35.685214489929706,139.39478936735702,Entire home/apt,6595,4,45,2024-05-27,0.39,2,364,6,M130008297
4606903,Reversible Destiny Lofts—Mitaka / for 2people,23871736,Matsuda,,Mitaka Shi,35.680981,139.538055,Private room,20000,3,40,2024-06-02,0.41,2,126,14,M130004784
4616579,Furnished Private Apt.213,17736560,タツロウ (Taturo),,Nakano Ku,35.73414,139.63305,Entire home/apt,11951,3,88,2024-06-14,0.77,10,91,9,Hotels and Inns Business Act | 中野区保健所 | 30中環生環第52号
4673248,Reversible Destiny Lofts—Mitaka / for 4people,23871736,Matsuda,,Mitaka Shi,35.680981,139.538055,Entire home/apt,25000,3,58,2024-06-24,0.52,2,90,20,M130004785
4690684,"Rm2 To Shinjuku,Shibuya,Ghibli,& Mt.Takao,Okutama",22643572,Sachiko,,Higashimurayama Shi,35.75851,139.47982,Private room,4400,10,5,2024-03-30,0.04,3,127,2,M130000063
4691157,"Rm3 To Shinjuku,Shibuya,Ghibli,& Mt.Takao,Okutama",22643572,Sachiko,,Higashimurayama Shi,35.75619,139.48071,Private room,4200,30,25,2024-06-17,0.35,3,99,6,M130000063
4750169,4persons! Shinjuku30min Tokyo45min!,23416902,Naga,,Hino Shi,35.68548,139.39496,Entire home/apt,7557,4,44,2020-01-17,0.39,2,335,0,M130008296
4813245,*Tokyo House group&family upto5 & carpark FastWIFI,9782688,Kevin,,Toshima Ku,35.73055,139.68657,Entire home/apt,33735,4,149,2023-10-29,1.31,5,279,4,M130006713
4817291,56㎡ Let's go to Asakusa & Akihabara,23595333,Keiko,,Taito Ku,35.72804,139.79048,Entire home/apt,17000,3,330,2024-06-16,2.90,2,153,51,Hotels and Inns Business Act | 東京都台東区台東保健所 | 30台台健生環き第219号
4825779,Japanese Modern Apt / 2 Stops to Shinjuku (#1),24812892,Mao,,Shibuya Ku,35.67744,139.68058,Entire home/apt,18000,1,314,2024-06-13,2.72,1,46,38,Hotels and Inns Business Act | 渋谷区保健所 | 31渋健生収第3946号
4842239,"Access into center  Tokyo,for economize travelers",24087904,Rinrin,,Bunkyo Ku,35.72761,139.76383,Entire home/apt,6000,1,194,2024-06-16,1.68,1,269,13,M130037058
4849854,Villa Takaosan,400207807,さやか,,Hachioji Shi,35.63738,139.2863,Entire home/apt,17571,2,184,2024-05-31,1.59,1,308,17,M130001407
4888140,"(1) JR Station 8 mins Walk, Shinjuku 11 mins Train",19152993,Sei,,Kita Ku,35.76108,139.71599,Entire home/apt,10600,3,225,2024-05-05,1.98,9,257,15,M130004685
4925503,#103　新宿/渋谷 shinjuku/shibuya 2024/1  リニューアルオープン,25370510,Mitsuko,,Shibuya Ku,35.67923,139.67571,Entire home/apt,12000,2,217,2024-06-24,2.17,6,140,30,M130002439
4925745,New House 100㎡ near metro happy!!!!,23595333,Keiko,,Taito Ku,35.72951,139.79137,Entire home/apt,28700,2,378,2024-06-29,3.45,2,185,62,Hotels and Inns Business Act | 東京都台東区台東保健所 | 30台台健生環き第220号
4926317,#102 SHIBUYA SHINJUKU 幡ヶ谷駅徒歩5分 2023年5月リニューアルオープン！,25370510,Mitsuko,,Shibuya Ku,35.68068,139.6753,Entire home/apt,11143,2,298,2024-06-18,2.59,6,134,25,M130003221
4926426,#203  shibya/shinjuku 幡ヶ谷駅近  2023/12 リニューアルオープン！,25370510,Mitsuko,,Shibuya Ku,35.67933,139.67511,Entire home/apt,10000,2,257,2024-06-08,2.30,6,130,27,M130002430
5070495,Private Cozy Apt. 111 in Tokyo,17736560,タツロウ (Taturo),,Nakano Ku,35.73496,139.63132,Entire home/apt,11951,3,88,2024-04-08,0.77,10,91,7,Hotels and Inns Business Act | 中野区保健所 | 30中環生環第52号
5080877,Decoboco,21769906,Decoboco,,Koto Ku,35.68162,139.81859,Entire home/apt,6229,1,251,2024-06-23,2.20,3,62,17,Hotels and Inns Business Act | 江東区保健所 | 5江健生環へ第５４１号
5128293,＊新宿・大久保徒歩圏内 コンビニ徒歩1分 屋上から夜景ビュー No3 ドミトリールーム,8142772,Min & Haru,,Shinjuku Ku,35.69872,139.70276,Shared room,7760,2,179,2024-06-05,1.56,13,173,23,M130002186
5198467,Wonderful Japanese style OTOME! (*´ω｀),25911199,Tomoya,,Bunkyo Ku,35.72129,139.76323,Entire home/apt,45000,3,61,2024-06-27,0.54,1,329,13,M130017222
5210118,Designer's Flat - Shibuya YOYOGI park 10mins #1,24477517,Naoko,,Shibuya Ku,35.66339,139.68741,Entire home/apt,,2,228,2021-07-10,2.03,3,0,0,M130005397
5217466,#411 Private Cozy Apt. in Tokyo,17736560,タツロウ (Taturo),,Nakano Ku,35.73404,139.63128,Entire home/apt,11951,3,110,2024-04-15,0.97,10,91,10,Hotels and Inns Business Act | 中野区保健所 | 30中環生環第52号
5231172,"#2 Workdesk/Discover local life, culture & People",4839990,Toshiyuki,,Bunkyo Ku,35.72257,139.76271,Private room,,4,21,2024-03-16,0.19,2,0,5,M130016568
5240174,Designer's Flat - Shibuya YOYOGI park 10mins No.2,24477517,Naoko,,Shibuya Ku,35.66339,139.68741,Entire home/apt,,2,195,2021-12-30,1.73,3,0,0,M130005396
5262640,Private Cozy Apt in Tokyo 413,17736560,タツロウ (Taturo),,Nakano Ku,35.73445,139.63139,Entire home/apt,12065,3,65,2024-04-22,0.58,10,82,5,Hotels and Inns Business Act | 中野区保健所 | 30中環生環第52号
5262658,Private Cozy Apt in Tokyo 311,17736560,タツロウ (Taturo),,Nerima Ku,35.73588,139.63159,Entire home/apt,11951,3,140,2024-05-27,1.23,10,91,13,Hotels and Inns Business Act | 中野区保健所 | 30中環生環第52号
5407938,Heart of Shinjuku/Free Pocket Wifi/Homey^^,28035085,Koichi,,Shinjuku Ku,35.69346,139.70823,Entire home/apt,,2,284,2021-04-11,2.52,2,0,0,M130004171
5410242,Steve's International Guest Place,28045851,Steve,,Suginami Ku,35.70055,139.60022,Entire home/apt,10456,4,63,2023-11-29,0.61,1,87,4,M130000018
5464293,Finest Cafe/Bar/Hotel 3F in Asagaya TOKYO /w WIFI,28340699,Kimmy And Dee,,Suginami Ku,35.70459,139.63712,Entire home/apt,8000,2,161,2024-04-29,1.43,2,305,14,Hotels and Inns Business Act | 杉並区杉並保健所 | 31杉保衛環第50号
5564391,*SACRED FOREST 神の森* Natural Stylish Healing ♡ Cozy,28837813,Insta-Homes,,Nerima Ku,35.73172,139.66583,Private room,5800,1,207,2020-04-27,2.18,3,1,0,M130000891
5633430,Furnished Private Apt. 412 www.airbnb.jp/c/a87d19,17736560,タツロウ (Taturo),,Nerima Ku,35.7359,139.63151,Entire home/apt,12755,3,54,2024-05-26,0.48,10,91,11,Hotels and Inns Business Act | 中野区保健所 | 30中環生環第52号
5641920,#312 Furnished Private Apt.,17736560,タツロウ (Taturo),,Nakano Ku,35.7348,139.63141,Entire home/apt,12755,3,35,2024-04-15,0.31,10,74,8,Hotels and Inns Business Act | 中野区保健所 |  30中環生環第52号
5661072,Okubo #807 Shinjuku Hyakunincho 3mins  JR station,21504159,Michi,,Shinjuku Ku,35.70035,139.6967,Entire home/apt,,2,155,2024-01-17,1.37,20,0,19,M130004190
5673677,羽根木の森の部屋,15282125,Kanako,,Setagaya Ku,35.66432,139.65839,Private room,16000,7,72,2023-12-10,0.67,2,156,8,M130008796
5738050,Enjoy local life in Tokyo,29758027,Chieko,,Ota Ku,35.56976,139.69158,Entire home/apt,5586,3,174,2024-06-25,1.54,1,51,10,Special Economic Zoning Act | 30健生発第10252号
5815506,東京根津ステンドグラス美術館＆ゲストハウス（Since 2019),18289292,武男,,Bunkyo Ku,35.71934,139.76508,Private room,6800,3,65,2024-06-26,1.05,1,201,23,M130006097
5876019,"Residential area, Peaceful Traditional House 1",20307199,Hotaka,,Higashimurayama Shi,35.76544,139.44477,Private room,6714,3,80,2024-05-27,0.72,3,348,7,M130000492
5932309,"Japanese cosy vintage house, easy access in Tokyo",30745996,Chie,,Kita Ku,35.74408,139.72525,Entire home/apt,9786,2,270,2024-06-28,2.42,1,77,37,Hotels and Inns Business Act | 東京都北区保健所 | 5北健生環き第9号
5936568,"Private apartment in Tokyo machida, 17m2",22038803,Suda,,Machida Shi,35.56134,139.46284,Entire home/apt,5500,5,70,2024-02-28,0.63,1,128,6,M130000362
5947917,浅草民泊旅館1F　※閑静な住宅街！Private！隅田川、奥浅草散策,30879374,Masayasu,,Taito Ku,35.720383726628555,139.80487268418074,Private room,14000,2,6,2024-06-21,0.63,3,57,6,Hotels and Inns Business Act | 東京都台東区台東保健所 | 5台台健生環き第10035号
5949669,"#201 / 7mins Sta,Tatami queen room. convinient",30883070,Takeshi,,Koto Ku,35.68285,139.81551,Private room,,2,406,2024-05-17,3.70,36,0,28,Hotels and Inns Business Act | 東京都江東区保健所 | ２８江健生環き第１０４号
5963368,Near池袋-Trad. JP. villa w/ free wifi,29681737,文娟,,Nerima Ku,35.7646,139.66835,Private room,9800,1,44,2024-04-02,0.40,6,340,5,M130001805
5979941,"7min to Station, Japanese style room, Free WiFi",30840659,Guesthouse,,Katsushika Ku,35.76776,139.86466,Private room,10343,2,42,2024-02-16,0.38,4,58,9,Hotels and Inns Business Act | 東京都葛飾区保健所 | 26葛保生第3209号
6050643,"Residential area, Peaceful Traditional House 3",20307199,Hotaka,,Higashimurayama Shi,35.76676,139.44505,Entire home/apt,20000,2,70,2024-04-06,0.63,3,357,8,M130000493
6120428,"cozy apartment, Free Wi-Fi♪",16362794,Susumu,,Itabashi Ku,35.75913,139.68681,Entire home/apt,,14,186,2024-05-30,1.68,1,0,2,M130002626
6164909,Room203 Ikebukuro is 5 min by train,24219962,Hiroya,,Kita Ku,35.75788,139.72151,Private room,,5,80,2024-06-10,0.72,4,3,10,M130001128
6214018,Room202 Ikebukuro is 5 min by train,24219962,Hiroya,,Kita Ku,35.75786,139.72151,Private room,3286,4,87,2024-06-19,0.79,4,41,8,M130001128
6308465,"60㎡,5beds,3mins to Shibuya Sta",32815136,Ayako,,Meguro Ku,35.64284,139.70001,Entire home/apt,50000,1,185,2020-03-23,1.79,1,108,0,Hotels and Inns Business Act | 目黒区保健所 | 目健衛環き第78号
6365363,SHITAMACHI BASE/Quiet new apt.room101/skytree view,33170407,Hiroyoshi,,Sumida Ku,35.71865,139.81069,Entire home/apt,10286,1,67,2024-06-08,0.61,12,27,23,Hotels and Inns Business Act | 東京都墨田区保健所 | 27墨福衛生環第213号
6374299,AM's House(竹)  with a 24-hour co-working space!,30314225,Ryo & Yuri,,Toshima Ku,35.730572,139.7298174,Entire home/apt,16929,3,121,2024-06-24,1.10,3,210,26,M130004767
6380625,Sunny House in a Leafy Street,33088758,Nayu,,Suginami Ku,35.67951,139.64878,Entire home/apt,30571,3,167,2024-06-26,1.52,1,173,12,M130001866
6439108,Daisuke's Luxury Shimokita Apt #2,10705201,Daisuke,,Setagaya Ku,35.66106,139.66859,Entire home/apt,11429,2,260,2024-06-05,2.36,3,312,31,Hotels and Inns Business Act | 東京都世田谷保健所 | 30世保生環き第339号
6505073,(4)高速Wifi完備・新宿へ電車11分・JR十条駅徒歩8分（JR埼京線で池袋5分・渋谷19分),19152993,Sei,,Kita Ku,35.76108,139.71599,Entire home/apt,13440,3,245,2024-06-05,2.24,9,314,17,M130033310
6562355,Middle of Shinjuku and Kamakura,2008948,Miharu,,Machida Shi,35.55057,139.45385,Private room,6435,1,46,2024-05-26,0.45,1,87,7,M130001828
6592213,チョープコンタイハウス（和室の個室、バストイレは共用）,34475322,Masaru,,Machida Shi,35.5872,139.48277,Private room,3643,1,174,2024-06-29,1.59,3,54,26,M130000049
6613961,Room205 Ikebukuro is 5 min by train,24219962,Hiroya,,Kita Ku,35.75787,139.72153,Private room,3443,3,53,2024-05-27,0.48,4,41,9,M130001128
6627048,4人入居可能。JR山手線・地下鉄「池袋」西口、C1出口徒歩7 分・徒歩５分内スーパー有り,34155786,Ij,,Toshima Ku,35.7343245,139.7023259,Entire home/apt,10488,2,15,2024-06-15,1.65,10,134,15,M130035247
